Supplier,Name 1,Unique_Invoices,Exception_Events,Avg_Exc_Per_Inv,Cumulative_Events,Cumulative_Pct
51004768,ONE IDENTITY LLC,1,7,7.0,28222,97.45
51004250,SHAWVER AND SON INC,1,7,7.0,28229,97.48
51005059,"PETROQUIMICA MEXICANA DE VINILO, S.",6,7,1.17,28236,97.5
51004222,WORKIVA INC,2,7,3.5,28243,97.52
51004803,AMERICAN TESTING LABORATORY INC.,3,7,2.33,28250,97.55
51003654,CHEMPRO INSPECTIONS PRIVATE LIMITED,1,7,7.0,28257,97.57
51004157,CHRISTY CATALYTICS LLC,3,7,2.33,28264,97.6
51004582,DREWRY SHIPPING CONSULTANTS LTD,1,7,7.0,28271,97.62
51004931,INTEGRATED SYSTEMS & SERVICES INC,2,7,3.5,28278,97.65
51004150,CONTINENTAL ENGINEERING & SURVEYING,3,7,2.33,28285,97.67
51004140,MEGA FORTRIS AMERICAS INC,1,7,7.0,28292,97.69
51004028,FISCHBEIN LLC,6,7,1.17,28299,97.72
51004137,FRANK MEGALE,3,7,2.33,28306,97.74
51005079,UBS FINANCIAL SERVICES,3,7,2.33,28313,97.77
51004032,ELECTRO-SENSORS INC,3,7,2.33,28320,97.79
51004859,SOFTWAREONE AUSTRALIA PTY LTD,1,7,7.0,28327,97.81
51004134,"PACE ANALYTICAL SERVICES, LLC",1,7,7.0,28334,97.84
51004053,CUSTOM ADVANCED CONNECTIONS INC,6,7,1.17,28341,97.86
51004005,LECO CORPORATION,1,7,7.0,28348,97.89
51004544,LYDONIA TECHNOLOGIES LLC,1,7,7.0,28355,97.91
51004488,TALX UCM SERVICES INC,3,7,2.33,28362,97.94
51003897,MID-SOUTH EXTREME PEST CONTROL LLC,1,7,7.0,28369,97.96
51004535,EUROFINS LANCASTER LABORATORIES,2,6,3.0,28375,97.98
51003958,BEYOND TRUST CORPORATION,2,6,3.0,28381,98.0
51004197,CHEROKEE INSTRUMENTS INC,3,6,2.0,28387,98.02
51004756,DIX & EATON INCORPORATED,3,6,2.0,28393,98.04
51005012,GOUDA REFRACTORIES BV,1,6,6.0,28399,98.06
51003890,ELECTRICAL TESTING & MAINTENANCE,2,6,3.0,28405,98.08
51004930,PRECISION MACHINE & METAL,3,6,2.0,28411,98.1
51004516,AMK GLASS,2,6,3.0,28417,98.12
51004621,"ENGINEERED SOFTWARE, LLC",1,6,6.0,28423,98.15
51003987,ULINE INC,3,6,2.0,28429,98.17
51004865,BRINKMANN INSTRUMENTS INC,1,6,6.0,28435,98.19
51004789,MORROW REPAIR SERVICES LLC,2,6,3.0,28441,98.21
51004836,IMCD US LLC,2,6,3.0,28447,98.23
51004289,THE LIGHT BRIGADE INC,2,6,3.0,28453,98.25
51004184,CPFD LLC,1,6,6.0,28459,98.27
51006036,UNITED ACOUSTICS,3,6,2.0,28465,98.29
51004341,FRANK L SCHULTZ,2,6,3.0,28471,98.31
51004311,TRIMBLE MAPS INC,2,6,3.0,28477,98.33
51005085,ILOBBY CORP.,1,6,6.0,28483,98.35
51004602,THE CARONDELET FOUNDRY CORP,4,6,1.5,28489,98.37
51004040,HI-VAC CORPORATION,2,6,3.0,28495,98.39
51005110,ACCENTURE INTERNATIONAL LIMITED,2,6,3.0,28501,98.42
51004593,ANTHONY M NIZNIK,2,5,2.5,28506,98.43
51004838,"JOHN ZINK COMPANY, LLC",3,5,1.67,28511,98.45
51006090,TJM CONSULTING SERVICES,2,5,2.5,28516,98.47
51004848,MIDWESTERN INDUSTRIES INC,1,5,5.0,28521,98.48
51004589,FOX VALVE DEVELOPMENT CORP,1,5,5.0,28526,98.5
51004009,MENARDI LLC,1,5,5.0,28531,98.52
51004127,PDMA CORPORATION,2,5,2.5,28536,98.54
51004867,"RISKONNECT, INC",1,5,5.0,28541,98.55
51003560,LINKEDIN SINGAPORE PTE LTD,1,5,5.0,28546,98.57
51005063,AMETEK CANADA LP,2,5,2.5,28551,98.59
51004102,AMERICAN COATINGS ASSOCIATION INC,1,5,5.0,28556,98.6
51002690,WHITEHALL RESOURCES LIMITED,4,5,1.25,28561,98.62
51005069,ENOVAPOINT UAB,4,5,1.25,28566,98.64
51005233,LAW OFFICES OF CHARLES T. SIMMONS L,1,5,5.0,28571,98.66
51004019,SEPOR INC,2,5,2.5,28576,98.67
51004933,"FAUSKE ASSOCIATES, A DIVISION OF ST",1,5,5.0,28581,98.69
51005168,"COLLINS COMBUSTION SERVICES, LLC",2,5,2.5,28586,98.71
51004638,AMETEK SOLIDSTATE CONTROLS,1,5,5.0,28591,98.73
51002340,NSF INTERNATIONAL,4,5,1.25,28596,98.74
51004558,SEATTLE BUSINESS SOFTWARE INC,1,5,5.0,28601,98.76
51004501,HCL AMERICA INC,1,5,5.0,28606,98.78
51004577,RED HAT INC,1,5,5.0,28611,98.79
51004715,NEXGEN CRANE AND RIGGING,4,5,1.25,28616,98.81
51004757,"EEI GROUP, LLC",3,5,1.67,28621,98.83
51004683,SEEQ CORPORATION,1,5,5.0,28626,98.85
51004655,VALMET FLOW CONTROLS,3,4,1.33,28630,98.86
51004321,PICKREN-CLARK LLC,1,4,4.0,28634,98.87
51004496,REDBRIDGE USA INC,2,4,2.0,28638,98.89
51004849,ACCENTURE LLP,1,4,4.0,28642,98.9
51004564,EMERALD TRANSFORMER MISSISSIPPI LLC,2,4,2.0,28646,98.92
51004573,M10 PROCESS EQUIPMENT INC,4,4,1.0,28650,98.93
51004684,CIRCUIT BREAKER SALES AND REPAIR LL,1,4,4.0,28654,98.94
51004143,RIGHT MANAGEMENT INC,3,4,1.33,28658,98.96
51004704,"PROLEC-GE WAUKESHA, INC.",1,4,4.0,28662,98.97
51004745,"RAVAGO CHEMICAL DISTRIBUTION, INC.",2,4,2.0,28666,98.98
51004541,METSO MINERALS INDUSTRIES INC,1,4,4.0,28670,99.0
51005146,FEATHERSTONE GROUP,1,4,4.0,28674,99.01
51005142,GARY DANDREAUX,1,4,4.0,28678,99.03
51004727,"SUMMIT REFRIGERANTS, LLC",2,4,2.0,28682,99.04
51005039,XRF SCIENTIFIC AMERICAS INC,1,4,4.0,28686,99.05
51004080,STRICKLAND COMPANIES,2,4,2.0,28690,99.07
51002631,TZ MINERALS INTERNATIONAL PTY LTD,2,4,2.0,28694,99.08
51004973,"OURAY ENVIRONMENTAL SERVICES, LLC",1,4,4.0,28698,99.1
51004059,MINITAB LLC,1,4,4.0,28702,99.11
51006087,PULSAIR SYSTEMS INC,3,4,1.33,28706,99.12
51004537,SUPPLY CHAIN PARTNER INC,3,4,1.33,28710,99.14
51004407,EMERGENCY EQUIPMENT PROFESSIONALS,2,4,2.0,28714,99.15
51004258,NORTH MISSISSIPPI EMS AUTHORITY,2,4,2.0,28718,99.16
51004104,VERANTIS CORPORATION,1,4,4.0,28722,99.18
51004676,NATIONAL BULK EQUIPMENT,1,4,4.0,28726,99.19
51004080,STRICKLAND PAPER COMPANY INC.,4,4,1.0,28730,99.21
51004644,"SPIROFLOW SYSTEMS, INC",1,3,3.0,28733,99.22
51004609,S&P GLOBAL INCS&P GLOBAL PLATTS,1,3,3.0,28736,99.23
51004646,ABERDEEN JANITORIAL SERVICE INC,1,3,3.0,28739,99.24
51004619,MYSITE DESIGN PTY LTD,1,3,3.0,28742,99.25
51003982,PRECISION COMPUTER SERVICES INC,1,3,3.0,28745,99.26
51004079,PRESIDIO NETWORKED SOLUTIONS INC,1,3,3.0,28748,99.27
51004543,ERNST & YOUNG LLP,1,3,3.0,28751,99.28
51004274,ABC EQUIPMENT INC,1,3,3.0,28754,99.29
51003884,ATLAS COPCO COMPRESSOR LLC,1,3,3.0,28757,99.3
51001541,IQVIA,1,3,3.0,28760,99.31
51005043,PREMIER TECH TECHNOLOGIES LTD,1,3,3.0,28763,99.32
51004945,KORN FERRY (US),1,3,3.0,28766,99.33
51004692,PARK PLACE TECHNOLOGIES LIMITED,1,3,3.0,28769,99.34
51003957,CENTURY CONSTRUCTION GROUP INC,1,3,3.0,28772,99.35
51003997,BARRY G MOUNCE,2,3,1.5,28775,99.36
51003998,APPLIED INDUSTRIAL TECHNOLOGIES,3,3,1.0,28778,99.37
51005011,BAI CHUAN INFO CO LTD,1,3,3.0,28781,99.38
51004695,FLIPNODE LLC,1,3,3.0,28784,99.39
51004499,H & M CONSTRUCTION COMPANY LLC,2,3,1.5,28787,99.4
51005212,ADAMAS INTELLIGENCE,1,3,3.0,28790,99.41
51004128,INTERNATIONAL SOS ASSISTANCE INC,1,3,3.0,28793,99.42
51004802,REDOX INC.,1,3,3.0,28796,99.43
51004673,SOFTWAREONE INC.,1,3,3.0,28799,99.44
51004174,INTERACT INTRANET INC,1,3,3.0,28802,99.45
51003903,SALESFORCE.COM INC,1,3,3.0,28805,99.46
51006083,EFESO MANAGEMENT CONSULTANTS BV,1,3,3.0,28808,99.48
51004211,ENVIRONMENTAL RESOURCES ASSOCIATES,2,3,1.5,28811,99.49
51006052,JP MCCOY & COMPANY LLC,3,3,1.0,28814,99.5
51004014,COMPRESSORS & TOOLS INC,3,3,1.0,28817,99.51
51004790,COPERION PROCESS SOLUTIONS LLC,2,3,1.5,28820,99.52
51003911,SPECTRUM USA INC,1,3,3.0,28823,99.53
51005191,"ALL GUTTERS, SIDING AND WINDOWS LLC",1,3,3.0,28826,99.54
51004283,OPTIMA CONSULTING LLC,2,3,1.5,28829,99.55
51004109,BAREFIELD WORKPLACE SOLUTIONS INC,2,3,1.5,28832,99.56
51003932,HAMILTON AUTO PARTS & SUPPLY INC,1,3,3.0,28835,99.57
51004030,THE ESHELMAN CO INC,1,3,3.0,28838,99.58
51004730,ACSIS INC,2,3,1.5,28841,99.59
51004248,KNOWBE4 INC,1,3,3.0,28844,99.6
51005120,SKYDIO INC,1,3,3.0,28847,99.61
51001253,SAFETY WISE,1,2,2.0,28849,99.62
51004741,CCH INCORPORATED,1,2,2.0,28851,99.62
51006120,PATCH OF HEAVEN FARMS VENUE,2,2,1.0,28853,99.63
51004733,MIRION TECHNOLOGIES GDS INC.,1,2,2.0,28855,99.64
51005015,ANALYTICE SARL,1,2,2.0,28857,99.64
51004576,ELITE PLACEMENT GROUP,1,2,2.0,28859,99.65
51004332,AMERICAN CHEMISTRY COUNCIL,1,2,2.0,28861,99.66
51005035,CORITY SOFTWARE INC,1,2,2.0,28863,99.67
51004743,EXACTERA INC,1,2,2.0,28865,99.67
51005840,VALMET INC,1,2,2.0,28867,99.68
51005141,"UNION SPECIALTIES, INC.",1,2,2.0,28869,99.69
51004563,ISG TECHNOLOGY INC,1,2,2.0,28871,99.69
51004002,BACT PROCESS SYSTEMS INC,2,2,1.0,28873,99.7
51004710,ENVIRONMENTAL ENTERPRISES USA INC,1,2,2.0,28875,99.71
51003806,DECISIONPOINT TECHNOLOGIES INC,2,2,1.0,28877,99.71
51001035,BLASCH PRECISION CERAMICS,1,2,2.0,28879,99.72
51004135,CHEMCO SYSTEMS LP,1,2,2.0,28881,99.73
51004659,ENERCON SERVICES INC.,1,2,2.0,28883,99.73
51004852,DIGI SECURITY SYSTEMS LLC,1,2,2.0,28885,99.74
51004846,BLACKMON AGENCY INC,1,2,2.0,28887,99.75
51004868,"GP STRATEGIES GOVERNMENT SOLUTIONS,",1,2,2.0,28889,99.75
51004116,GOODWAY TECHNOLOGIES CORPORATION,1,2,2.0,28891,99.76
51004115,MARINE INSPECTION LLC,1,2,2.0,28893,99.77
51003888,DROPBOX INC,1,2,2.0,28895,99.78
51003602,ISOGRAPH LIMITED,1,2,2.0,28897,99.78
51004778,VIBRA SCREW INCORPORATED,1,2,2.0,28899,99.79
51004100,THERMO ELECTON NORTH AMERICA LLC,1,2,2.0,28901,99.8
51004098,POWELL ELECTRIC SYSTEMS INC,1,2,2.0,28903,99.8
51004897,EVOQUA WATER TECHOLOGIES LLC,1,2,2.0,28905,99.81
51004904,"REDVECTOR.COM, LLC",1,2,2.0,28907,99.82
51003961,UNIVERSITY OF MARYLAND COLLEGE PARK,1,2,2.0,28909,99.82
51004273,CORYELL ROOFING AND,1,2,2.0,28911,99.83
51004380,PROPARK INC,1,2,2.0,28913,99.84
51004076,EMPLOYMENT ADVISORY SERVICES INC,1,2,2.0,28915,99.84
51004160,ISOTEK LABORATORIES LLC,1,2,2.0,28917,99.85
51003913,AFTERMARKET XPLORER LLC,2,2,1.0,28919,99.86
51004834,VERTIV CORPORATION,1,2,2.0,28921,99.87
51004928,CENTRALERT INC.,1,2,2.0,28923,99.87
51004077,LIBERTY OCCUPATIONAL HEALTH,1,2,2.0,28925,99.88
51003906,W L GORE AND ASSOCIATES INC,1,2,2.0,28927,99.89
51004360,METTLER-TOLEDO INTL INC,1,1,1.0,28928,99.89
51004830,RARE EARTH SALTS SEPARATIONS & REFI,1,1,1.0,28929,99.89
51006077,AIM CONSTRUCTION CORPORATION,1,1,1.0,28930,99.9
51004237,F3 TECHNOLOGY PARTNERS LLC,1,1,1.0,28931,99.9
51004408,THE AYCO COMPANY LP,1,1,1.0,28932,99.9
51005670,"REVVITY SIGNALS SOFTWARE, INC.",1,1,1.0,28933,99.91
51003870,MEMCON (PTY) LTD,1,1,1.0,28934,99.91
51004374,WATERS TRUCK & TRACTOR CO INC,1,1,1.0,28935,99.91
51004325,DWIGHT W PROUTY CO INC,1,1,1.0,28936,99.92
51004721,NAVAN INC,1,1,1.0,28937,99.92
51004493,"MONDI BAGS USA, LLC",1,1,1.0,28938,99.92
51004666,"NOL-TEC SYSTEMS, INC.",1,1,1.0,28939,99.93
51004524,SOVOS COMPLIANCE LLC,1,1,1.0,28940,99.93
51004597,PRESTON GUERRA,1,1,1.0,28941,99.93
51004864,"AMERICAN PUMP & MACHINE WORKS, INC",1,1,1.0,28942,99.94
51004060,ANDRITZ SEPARATION INC,1,1,1.0,28943,99.94
51005032,ZOHO CORPORATION,1,1,1.0,28944,99.94
51004054,BILMAR CNC INC,1,1,1.0,28945,99.95
51004808,THE BABCOCK & WILCOX COMPANY,1,1,1.0,28946,99.95
51004938,PUMPS PARTS & SERVICE INC,1,1,1.0,28947,99.96
51005051,BEASLEY INSULATION INC,1,1,1.0,28948,99.96
51004287,PONDS RX OK LLC,1,1,1.0,28949,99.96
51003985,WESTON SOLUTIONS INC,1,1,1.0,28950,99.97
51001750,KWA KENWALT AUSTRALIA PTY LTD,1,1,1.0,28951,99.97
51003923,KLINKAU AMERICA INC,1,1,1.0,28952,99.97
51004086,JEOL USA INC,1,1,1.0,28953,99.98
51004092,LABWARE INC,1,1,1.0,28954,99.98
51004354,SPRAYING SYSTEMS CO,1,1,1.0,28955,99.98
51004110,AMBROSE SALES INC,1,1,1.0,28956,99.99
51004035,CEM HOLDINGS CORPORATION,1,1,1.0,28957,99.99
51004369,"SOUTHEAST CRANE INSPECTIONS, LLC",1,1,1.0,28958,99.99
51004373,TENCARVA MACHINERY CO,1,1,1.0,28959,100.0
51004806,MICROTRAC INC,1,1,1.0,28960,100.0
