Supplier,Name 1,Unique_Invoices,Exception_Events,Avg_Exc_Per_Inv,Cumulative_Events,Cumulative_Pct
51006090,TJM CONSULTING SERVICES,2,3,1.5,13109,98.1
51004222,WORKIVA INC,2,3,1.5,13112,98.12
51004865,BRINKMANN INSTRUMENTS INC,1,3,3.0,13115,98.14
51005081,ATLASSIAN PTY LTD,2,3,1.5,13118,98.17
51004704,"PROLEC-GE WAUKESHA, INC.",1,3,3.0,13121,98.19
51003920,CURTIS OPTOMETRY GROUP PLLC,3,3,1.0,13124,98.21
51005142,GARY DANDREAUX,1,3,3.0,13127,98.23
51004075,TRINOVA INC,3,3,1.0,13130,98.26
51004876,PARTCO LLC,3,3,1.0,13133,98.28
51003903,SALESFORCE.COM INC,1,3,3.0,13136,98.3
51004673,SOFTWAREONE INC.,1,3,3.0,13139,98.32
51004676,NATIONAL BULK EQUIPMENT,1,3,3.0,13142,98.35
51005085,ILOBBY CORP.,1,3,3.0,13145,98.37
51003902,RAIN FOR RENT,3,3,1.0,13148,98.39
51004128,INTERNATIONAL SOS ASSISTANCE INC,1,3,3.0,13151,98.41
51004683,SEEQ CORPORATION,1,3,3.0,13154,98.44
51003932,HAMILTON AUTO PARTS & SUPPLY INC,1,3,3.0,13157,98.46
51004692,PARK PLACE TECHNOLOGIES LIMITED,1,3,3.0,13160,98.48
51004136,APPLIED SOFTWARE TECHNOLOGY INC,1,3,3.0,13163,98.5
51004102,AMERICAN COATINGS ASSOCIATION INC,1,3,3.0,13166,98.53
51004582,DREWRY SHIPPING CONSULTANTS LTD,1,3,3.0,13169,98.55
51006036,UNITED ACOUSTICS,3,3,1.0,13172,98.57
51004724,ANTON PAAR USA INC,1,3,3.0,13175,98.59
51004593,ANTHONY M NIZNIK,2,3,1.5,13178,98.62
51004137,FRANK MEGALE,2,3,1.5,13181,98.64
51004589,FOX VALVE DEVELOPMENT CORP,1,3,3.0,13184,98.66
51004854,CABLEVISION LIGHTPATH LLC,2,2,1.0,13186,98.68
51004990,NASDAQ INC,2,2,1.0,13188,98.69
51003654,CHEMPRO INSPECTIONS PRIVATE LIMITED,1,2,2.0,13190,98.71
51001541,IQVIA,1,2,2.0,13192,98.72
51005125,WABASH METAL PRODUCTS INC.,2,2,1.0,13194,98.74
51005078,AUBURN FILTERSENSE LLC,1,2,2.0,13196,98.75
51004994,TIPMC SOLUTIONS LLC,2,2,1.0,13198,98.77
51005023,SONICS & MATERIALS INC,1,2,2.0,13200,98.78
51004848,MIDWESTERN INDUSTRIES INC,1,2,2.0,13202,98.8
51004846,BLACKMON AGENCY INC,1,2,2.0,13204,98.81
51004902,"IRONCLAD ENVIRONMENTAL SOLUTIONS, I",2,2,1.0,13206,98.83
51003871,"LIBERTY ELECTRIC OF NETTLETON, MS L",2,2,1.0,13208,98.84
51004931,INTEGRATED SYSTEMS & SERVICES INC,2,2,1.0,13210,98.86
51005191,"ALL GUTTERS, SIDING AND WINDOWS LLC",1,2,2.0,13212,98.87
51005063,AMETEK CANADA LP,2,2,1.0,13214,98.88
51003806,DECISIONPOINT TECHNOLOGIES INC,2,2,1.0,13216,98.9
51004870,"ANDRESS ENGINEERING ASSOCIATES ,INC",2,2,1.0,13218,98.91
51004855,"MIDWEST COOLING TOWER SERVICES, LLC",2,2,1.0,13220,98.93
51004933,"FAUSKE ASSOCIATES, A DIVISION OF ST",1,2,2.0,13222,98.94
51005073,"JACO MACHINE, LLC",2,2,1.0,13224,98.96
51004006,LEHIGH OUTFITTERS LLC,2,2,1.0,13226,98.97
51003876,ROBERT J YOUNG COMPANY INC,1,2,2.0,13228,98.99
51004289,THE LIGHT BRIGADE INC,2,2,1.0,13230,99.0
51004655,VALMET FLOW CONTROLS,2,2,1.0,13232,99.02
51004644,"SPIROFLOW SYSTEMS, INC",1,2,2.0,13234,99.03
51003940,TENN-PLAST INC,2,2,1.0,13236,99.05
51004496,REDBRIDGE USA INC,2,2,1.0,13238,99.06
51004492,TSB LOSS CONTROL CONSULTANTS INC,1,2,2.0,13240,99.08
51004407,EMERGENCY EQUIPMENT PROFESSIONALS,2,2,1.0,13242,99.09
51003987,ULINE INC,2,2,1.0,13244,99.11
51004115,MARINE INSPECTION LLC,1,2,2.0,13246,99.12
51004715,NEXGEN CRANE AND RIGGING,2,2,1.0,13248,99.14
51004080,STRICKLAND COMPANIES,2,2,1.0,13250,99.15
51004061,SERVOMEX CO INC,2,2,1.0,13252,99.17
51004052,FLUKE ELECTRONICS CORP,2,2,1.0,13254,99.18
51004040,HI-VAC CORPORATION,1,2,2.0,13256,99.2
51004004,BLUFF CITY DISTIBUTING CO INC,1,2,2.0,13258,99.21
51004023,HAMMOND AND HAMMOND,1,2,2.0,13260,99.23
51004009,MENARDI LLC,1,2,2.0,13262,99.24
51003913,QUALITY PROCESS COMPONENTS INC.,2,2,1.0,13264,99.26
51004621,"ENGINEERED SOFTWARE, LLC",1,2,2.0,13266,99.27
51004757,"EEI GROUP, LLC",2,2,1.0,13268,99.29
51004778,VIBRA SCREW INCORPORATED,1,2,2.0,13270,99.3
51003884,ATLAS COPCO COMPRESSOR LLC,1,2,2.0,13272,99.32
51004143,RIGHT MANAGEMENT INC,1,1,1.0,13273,99.33
51004098,POWELL ELECTRIC SYSTEMS INC,1,1,1.0,13274,99.33
51004109,BAREFIELD WORKPLACE SOLUTIONS INC,1,1,1.0,13275,99.34
51004110,AMBROSE SALES INC,1,1,1.0,13276,99.35
51004768,ONE IDENTITY LLC,1,1,1.0,13277,99.36
51004116,GOODWAY TECHNOLOGIES CORPORATION,1,1,1.0,13278,99.36
51004127,PDMA CORPORATION,1,1,1.0,13279,99.37
51004135,CHEMCO SYSTEMS LP,1,1,1.0,13280,99.38
51005079,UBS FINANCIAL SERVICES,1,1,1.0,13281,99.39
51004150,CONTINENTAL ENGINEERING & SURVEYING,1,1,1.0,13282,99.39
51003888,DROPBOX INC,1,1,1.0,13283,99.4
51002340,NSF INTERNATIONAL,1,1,1.0,13284,99.41
51004211,ENVIRONMENTAL RESOURCES ASSOCIATES,1,1,1.0,13285,99.42
51004258,NORTH MISSISSIPPI EMS AUTHORITY,1,1,1.0,13286,99.42
51002631,TZ MINERALS INTERNATIONAL PTY LTD,1,1,1.0,13287,99.43
51002690,WHITEHALL RESOURCES LIMITED,1,1,1.0,13288,99.44
51004273,CORYELL ROOFING AND,1,1,1.0,13289,99.45
51004274,ABC EQUIPMENT INC,1,1,1.0,13290,99.45
51005039,XRF SCIENTIFIC AMERICAS INC,1,1,1.0,13291,99.46
51005035,CORITY SOFTWARE INC,1,1,1.0,13292,99.47
51003998,APPLIED INDUSTRIAL TECHNOLOGIES,1,1,1.0,13293,99.48
51004077,LIBERTY OCCUPATIONAL HEALTH,1,1,1.0,13294,99.48
51004079,PRESIDIO NETWORKED SOLUTIONS INC,1,1,1.0,13295,99.49
51004729,"EXPONENTIAL POWER, INC.",1,1,1.0,13296,99.5
51004808,THE BABCOCK & WILCOX COMPANY,1,1,1.0,13297,99.51
51004803,AMERICAN TESTING LABORATORY INC.,1,1,1.0,13298,99.51
51004789,MORROW REPAIR SERVICES LLC,1,1,1.0,13299,99.52
51004032,ELECTRO-SENSORS INC,1,1,1.0,13300,99.53
51004035,CEM HOLDINGS CORPORATION,1,1,1.0,13301,99.54
51004852,DIGI SECURITY SYSTEMS LLC,1,1,1.0,13302,99.54
51004053,CUSTOM ADVANCED CONNECTIONS,1,1,1.0,13303,99.55
51004053,CUSTOM ADVANCED CONNECTIONS INC,1,1,1.0,13304,99.56
51005840,VALMET INC,1,1,1.0,13305,99.57
51005233,LAW OFFICES OF CHARLES T. SIMMONS L,1,1,1.0,13306,99.57
51004054,BILMAR CNC INC,1,1,1.0,13307,99.58
51005212,ADAMAS INTELLIGENCE,1,1,1.0,13308,99.59
51004059,MINITAB LLC,1,1,1.0,13309,99.6
51004060,ANDRITZ SEPARATION INC,1,1,1.0,13310,99.6
51005168,"COLLINS COMBUSTION SERVICES, LLC",1,1,1.0,13311,99.61
51004002,BACT PROCESS SYSTEMS INC,1,1,1.0,13312,99.62
51005146,FEATHERSTONE GROUP,1,1,1.0,13313,99.63
51004076,EMPLOYMENT ADVISORY SERVICES INC,1,1,1.0,13314,99.63
51005141,"UNION SPECIALTIES, INC.",1,1,1.0,13315,99.64
51004283,OPTIMA CONSULTING LLC,1,1,1.0,13316,99.65
51004721,NAVAN INC,1,1,1.0,13317,99.66
51004745,"RAVAGO CHEMICAL DISTRIBUTION, INC.",1,1,1.0,13318,99.66
51003927,TEAM INDUSTRIAL SERVICES INC,1,1,1.0,13319,99.67
51003900,P&M AUTOMATIC FIRE PROTECTION INC,1,1,1.0,13320,99.68
51004564,EMERALD TRANSFORMER MISSISSIPPI LLC,1,1,1.0,13321,99.69
51004576,ELITE PLACEMENT GROUP,1,1,1.0,13322,99.69
51003302,FORGE WORKS,1,1,1.0,13323,99.7
51004904,"REDVECTOR.COM, LLC",1,1,1.0,13324,99.71
51004596,QIANG WANG,1,1,1.0,13325,99.72
51004608,INSIGHT DIRECT USA INC,1,1,1.0,13326,99.72
51004897,EVOQUA WATER TECHOLOGIES LLC,1,1,1.0,13327,99.73
51004609,S&P GLOBAL INCS&P GLOBAL PLATTS,1,1,1.0,13328,99.74
51003923,KLINKAU AMERICA INC,1,1,1.0,13329,99.75
51004321,PICKREN-CLARK LLC,1,1,1.0,13330,99.75
51004733,MIRION TECHNOLOGIES GDS INC.,1,1,1.0,13331,99.76
51004868,"GP STRATEGIES GOVERNMENT SOLUTIONS,",1,1,1.0,13332,99.77
51004659,ENERCON SERVICES INC.,1,1,1.0,13333,99.78
51004730,ACSIS INC,1,1,1.0,13334,99.78
51003913,AFTERMARKET XPLORER LLC,1,1,1.0,13335,99.79
51004668,"FREDERIC W. COOK & CO., INC.",1,1,1.0,13336,99.8
51003906,W L GORE AND ASSOCIATES INC,1,1,1.0,13337,99.81
51004695,FLIPNODE LLC,1,1,1.0,13338,99.81
51004710,ENVIRONMENTAL ENTERPRISES USA INC,1,1,1.0,13339,99.82
51004928,CENTRALERT INC.,1,1,1.0,13340,99.83
51004544,LYDONIA TECHNOLOGIES LLC,1,1,1.0,13341,99.84
51004543,ERNST & YOUNG LLP,1,1,1.0,13342,99.84
51004537,SUPPLY CHAIN PARTNER INC,1,1,1.0,13343,99.85
51004325,DWIGHT W PROUTY CO INC,1,1,1.0,13344,99.86
51005015,ANALYTICE SARL,1,1,1.0,13345,99.87
51003979,TRANS UTILITY SERVICES,1,1,1.0,13346,99.87
51004332,AMERICAN CHEMISTRY COUNCIL,1,1,1.0,13347,99.88
51005011,BAI CHUAN INFO CO LTD,1,1,1.0,13348,99.89
51004354,SPRAYING SYSTEMS CO,1,1,1.0,13349,99.9
51004360,METTLER-TOLEDO INTL INC,1,1,1.0,13350,99.9
51004816,CONNECTOR SPECIALISTS INC,1,1,1.0,13351,99.91
51004380,PROPARK INC,1,1,1.0,13352,99.92
51004743,EXACTERA INC,1,1,1.0,13353,99.93
51004486,DELL MARKETING LP,1,1,1.0,13354,99.93
51004973,"OURAY ENVIRONMENTAL SERVICES, LLC",1,1,1.0,13355,99.94
51004864,"AMERICAN PUMP & MACHINE WORKS, INC",1,1,1.0,13356,99.95
51004945,KORN FERRY (US),1,1,1.0,13357,99.96
51004493,"MONDI BAGS USA, LLC",1,1,1.0,13358,99.96
51004938,PUMPS PARTS & SERVICE INC,1,1,1.0,13359,99.97
51004741,CCH INCORPORATED,1,1,1.0,13360,99.98
51004499,H & M CONSTRUCTION COMPANY LLC,1,1,1.0,13361,99.99
51004501,HCL AMERICA INC,1,1,1.0,13362,99.99
51004373,TENCARVA MACHINERY CO,1,1,1.0,13363,100.0
